31552,3493110,0
31553,3493111,0
31554,3493112,0
1565,3467648,213
833,3470122,431
31555,3493113,0
31556,3493114,0
11603,3252163,0
975,3277385,368
171,3313270,1276
4328,3437616,20
30902,552932,0
24474,3001626,0
20977,3492981,0
29754,3207656,0
631,3207853,554
11836,3207995,0
10911,566996,0
15670,1875,0
19839,2095,0
14264,10861,0
30004,501111,0
7311,575237,0
19086,2341538,0
12071,2704971,0
9845,2922436,0
9250,2962646,0
11700,3082182,0
16899,89492,0
14942,1386109,0
17121,1612838,0
17078,1634023,0
22369,1648146,0
28919,1788297,0
21571,2033216,0
16090,2036161,0
23915,2051669,0
3143,3082999,54
27444,3084250,0
2852,3084959,72
8243,3114411,0
7907,3114751,0
30570,3115708,0
1897,3162399,159
30023,3116023,0
5356,3116458,7
13424,3123576,0
27751,3127154,0
3288,3144142,48
1352,3161431,257
28201,3161737,0
1047,3162239,341
657,3162981,534
20073,1515672,0
25307,2303468,0
13587,2496108,0
8018,3163742,0
2634,3164122,88
3375,3165479,44
3618,3166406,36
1651,3166864,198
3813,3404025,31
1867,3167336,164
3850,3167404,29
9130,3463219,0
4263,3170441,20
30813,3170474,0
14652,3208108,0
7793,3469502,0
12037,3467882,0
2611,3210512,90
5580,3469492,4
1141,3463865,314
31151,3470231,0
30339,3211135,0
29056,3473562,0
1088,3211466,330
6615,3214645,0
4437,3214759,20
161,3215236,1306
3623,3215342,36
310,3217361,915
16392,3222161,0
3323,3231450,46
27205,3232861,0
28522,3233037,0
3720,3233231,33
1934,3233400,154
4983,3233471,12
4794,3234884,12
3136,3235075,55
3406,3235243,43
12633,3235373,0
1170,3236160,308
7246,3236531,0
11106,3236558,0
8352,3237414,0
1246,3238037,288
1331,3240077,264
3027,3240444,60
133,3466789,1390
4943,3240643,12
1484,3241038,229
2223,3241874,122
7403,3242108,0
213,3242585,1124
238,33400,1069
27857,3170731,0
29,1928,2316
61,96581,1794
25425,116807,0
24,57958,2382
251,32920,1027
110,150185,1448
26031,161876,0
91,164943,1550
546,5864,630
23928,166262,0
339,176357,862
563,187732,611
26919,246697,0
287,254579,954
29657,295610,0
315,140984,906
347,449518,844
14491,386060,0
797,407559,451
42,431860,2074
747,419735,481
472,476123,706
731,470063,486
335,474595,870
2544,7611,92
217,491292,1116
27128,502519,0
29620,517370,0
17,134879,2803
86,96764,1585
18,408351,2739
144,198999,1350
153,420580,1324
787,549693,457
89,487080,1564
138,546442,1371
5409,550411,6
10876,575333,0
30565,581131,0
25678,634290,0
706,651547,505
414,658199,761
54,688699,1900
28738,740167,0
31,762308,2284
14857,838646,0
29942,853303,0
385,4282,793
368,52989,814
49,69668,1955
227,144333,1085
7616,161168,0
105,207852,1469
275,240176,977
10936,3171064,0
9120,3171342,0
462,860893,715
7107,863673,0
29015,869203,0
832,875222,431
761,62864,472
594,495650,590
843,12743,427
357,555266,829
331,593044,880
544,615250,636
501,645868,669
726,101706,492
539,149202,640
623,422996,561
218,491107,1107
854,538344,423
562,579949,611
29499,590843,0
10908,617040,0
12763,623104,0
27228,636489,0
22065,643975,0
284,649356,962
314,678658,908
671,694769,528
674,918680,526
28271,894763,0
1066,220455,335
1081,500646,332
1060,246355,337
1050,288490,340
672,642683,528
40,950093,2122
29361,959488,0
28151,962561,0
4,1088661,4261
1011,1055128,355
268,1068403,986
474,1081219,704
430,1075928,743
95,1080815,1520
7054,1091347,0
150,1095855,1335
930,1105542,380
11102,1097385,0
107,1105578,1464
425,1119381,751
900,1119611,398
1135,69173,315
1264,9856,284
1232,113968,292
1280,255532,278
1109,723137,322
1053,322381,339
768,426861,468
1247,451012,288
1116,708730,320
1201,722130,300
1292,1067675,276
114,1120976,1443
26449,1122950,0
25523,1173663,0
21292,1231321,0
1290,1254376,276
1223,1266590,294
1310,141920,271
948,184685,374
1000,210710,359
1251,500681,287
1309,873594,271
855,1347126,422
1316,293636,268
166,305485,1290
1306,416531,271
4076,1096945,25
705,1274939,505
4422,1278263,20
23,1280512,2425
421,1300644,755
15260,1317972,0
2853,3173156,72
1313,1353609,270
336,1357620,868
1208,870,299
1487,974972,228
1488,105765,228
1493,2926,227
1190,330748,303
756,463042,475
4463,248264,19
1467,296254,232
1277,1316295,278
1468,478418,232
3134,494416,55
1512,585275,226
27883,1360646,0
774,1367116,464
9854,1367658,0
1540,2522,219
884,7045,405
396,36780,783
28,50090,2329
530,76650,646
1603,77278,207
513,85748,660
1387,3565,250
759,14339,473
978,19556,367
30444,20122,0
1182,32160,305
190,46777,1212
603,63700,579
1597,78912,208
1355,86948,257
490,93061,682
743,96166,481
25518,106712,0
1725,7698,187
1755,27317,183
1548,107400,216
511,110642,660
1712,87530,188
1336,114424,262
1586,119767,210
23591,129302,0
1048,176807,341
260,140422,1008
30599,175146,0
890,127859,402
27,243665,2341
542,217920,638
1096,276899,327
736,178294,484
1626,283140,203
558,283754,615
1099,181536,326
31033,202041,0
495,192243,679
30039,222270,0
749,230703,480
1463,277477,233
28367,279296,0
21254,283928,0
1485,290478,229
1118,293584,319
1740,301470,185
1416,311387,245
1745,50764,184
1775,142311,179
1821,297987,170
1795,298118,175
1143,313866,314
550,320091,626
1567,338333,213
17775,324950,0
458,329018,719
353,345084,834
465,326021,713
235,334745,1072
6779,336820,0
750,356092,480
412,362079,764
548,395236,627
1715,357474,188
11062,366720,0
70,377821,1690
1639,378170,200
820,378679,440
26379,379425,0
23589,382083,0
17886,392543,0
1538,27629,219
1863,115834,164
1910,151340,158
6907,402072,0
125,409342,1417
25459,420608,0
1424,444369,243
1915,464949,157
68,421099,1743
552,506690,623
1856,433959,164
108,435109,1455
1546,446648,217
3885,452965,28
27689,462693,0
4647,466412,15
29780,468507,0
1112,471117,321
1909,493972,158
15010,520985,0
1544,141507,217
1854,256825,165
26354,523766,0
1002,528208,359
905,557752,394
1179,548790,306
908,573077,392
822,602572,438
808,588667,445
1574,604040,212
1525,614297,221
929,672630,382
1942,617501,152
1635,661917,201
7222,679287,0
433,697817,742
30301,698399,0
670,699397,528
1125,694058,317
4960,715417,12
249,719849,1039
4250,734918,20
1462,744308,233
205,749810,1161
1169,751232,309
27770,752329,0
7371,755524,0
1999,41016,145
2031,273482,141
2096,284777,134
2132,509919,131
2120,316021,132
2015,327565,143
2055,447488,139
515,796406,659
2095,695152,135
104,805309,1470
1921,812352,156
1110,806551,322
1178,903626,306
1831,917442,169
1126,830452,317
828,977472,434
193,840061,1193
516,841778,659
1780,844723,178
12694,848520,0
1636,873040,201
28558,875364,0
397,881354,782
1656,893098,197
1366,896921,254
1351,915186,257
14688,949607,0
858,959492,419
846,961870,426
7209,966903,0
1644,973137,199
568,976324,608
1885,978595,161
644,983723,545
76,985422,1640
2156,7212,129
2154,155852,129
2039,502111,140
2231,802602,122
29670,985495,0
180,987165,1247
1681,989213,193
875,989429,410
2168,993901,127
13,997398,3162
1756,1013891,183
398,1016910,782
937,1018336,376
1622,1017882,204
388,1036263,791
28362,1018861,0
29516,1022950,0
1192,1023289,302
1978,1034412,148
862,1064518,416
31029,1036117,0
29860,1043005,0
955,1043073,373
17204,1046992,0
499,1122587,674
754,1041984,476
27490,1048650,0
178,1050298,1256
1434,1115257,242
669,1122298,529
39,1124023,2130
30976,1125115,0
2318,86940,113
2266,143345,118
2273,683534,117
334,1134420,870
2243,185738,120
1329,192143,264
2241,263288,121
2278,320010,117
1426,581785,243
84,1130553,1597
995,1135669,363
418,1142619,758
57,1143013,1869
29892,1144951,0
1304,1145846,272
28806,1148989,0
28409,1157468,0
428,1206006,744
582,1159481,599
1808,1162438,172
248,1173123,1046
30122,1181773,0
15657,1184543,0
11389,1185276,0
28791,1185461,0
1282,1188385,278
976,1201294,367
1162,1215001,310
2377,122814,107
2226,323883,122
2360,186377,109
2403,403800,104
2406,540191,104
2338,971532,112
2067,1034981,137
6830,1217261,0
344,1225097,853
615,1226098,567
283,1220834,963
2036,1232890,141
2236,1233057,121
17442,1226308,0
333,1258741,875
1645,1228878,199
1142,1231300,314
537,1232990,642
2389,1235668,106
994,1237176,363
1920,1238194,156
1596,1244619,208
1514,1247298,225
1069,1254007,334
29117,1254732,0
628,1255978,558
26837,1259331,0
154,1260069,1324
2394,1270303,105
2150,1279587,129
2409,1283953,104
2074,1284696,137
1975,1293163,148
21011,1296545,0
30465,1305218,0
1758,1308460,182
137,1314462,1376
595,1317001,588
1805,122092,173
2465,82559,98
2458,135962,99
2433,279005,102
1687,427261,191
2453,867933,99
2459,1175870,99
14986,1322363,0
667,1335627,531
28754,1338062,0
509,1337247,661
602,1338307,579
65,1341920,1751
31032,1343543,0
777,1344285,461
529,1369430,647
1330,1355413,264
1528,1357672,221
704,1344873,505
303,1369154,935
117,1371462,1436
203,1373902,1166
1559,1378044,214
24478,1380027,0
678,1376670,524
2548,520,92
2535,140104,92
2561,183362,92
2560,188223,92
2531,245594,93
2501,303375,95
2558,331996,92
2352,526138,110
2529,646650,93
2579,942017,92
2133,1164548,131
2532,1206145,93
2545,1315949,92
2524,1360144,94
1161,1380909,310
27764,1383548,0
478,1384138,700
741,1386798,483
527,1388599,650
16286,1387208,0
627,1400233,560
1150,1403496,313
540,1410634,639
11720,1396873,0
895,1397874,400
703,1400063,506
1523,1400801,222
1036,1404487,344
1195,1413309,302
1268,1418595,281
1166,1416545,309
30935,1417814,0
7129,1418155,0
1095,1423081,327
424,1424021,751
892,1424404,401
2620,54396,89
2668,478340,86
2628,296097,89
2594,524377,91
2631,321746,89
2557,530564,92
2674,548708,85
2602,640314,91
2607,890650,91
2660,1154616,86
6340,1361890,0
2250,1471358,120
1372,1427208,252
2142,1432069,130
1014,1432611,354
25967,1439989,0
1526,1442931,221
8721,1446945,0
29164,1449248,0
831,1459966,432
2,1467922,5549
168,1475207,1287
30984,1477212,0
270,1477734,984
10782,1480270,0
329,1481252,885
2376,677,107
2752,119442,79
2711,171297,82
2723,290051,81
2751,445612,79
2760,473966,78
2708,788801,82
2720,574235,81
2765,770047,78
2744,835019,80
2432,874674,102
2692,913762,84
2488,1439992,96
