22337,3493079,0
31552,3493110,0
21525,3462733,0
18,2227496,3441
24502,3493098,0
25700,3492071,0
31553,3493111,0
29281,3480324,0
29947,3482676,0
4310,3485316,104
20354,3477248,0
17753,3484136,0
18904,3186671,0
15237,3478764,2
31554,3493112,0
29756,3493101,0
8311,3484138,28
25089,3480335,0
28283,3493102,0
18866,3484140,0
28030,3311102,0
8298,3486779,28
2656,2851760,207
9152,1434024,20
23899,3488891,0
31555,3493113,0
10465,3486781,12
28923,3492067,0
17417,3492068,0
21795,3485460,0
18365,3486788,0
27633,3487862,0
24989,3447287,0
7425,3483436,37
31556,3493114,0
16556,3488892,0
30447,3492069,0
28097,3487917,0
24372,3487887,0
31530,3182030,0
26923,3492073,0
22758,1854574,0
23178,3492080,0
4619,3490416,92
22297,3490462,0
23531,3490464,0
28756,3492100,0
27926,3492974,0
29914,3493106,0
31529,3493082,0
26058,1875,0
26941,3493107,0
29237,3493088,0
17506,3493072,0
19736,3493108,0
20415,3493089,0
22048,3493056,0
29821,3493024,0
27603,3493090,0
20012,3493109,0
22696,581131,0
26700,1148989,0
26987,3492414,0
27744,3492370,0
28157,3492411,0
28713,3493092,0
1206,1613088,470
1207,3078358,470
1209,3473060,469
1215,3278464,465
1219,3482850,464
1220,3435047,464
1221,1443712,464
1240,2635693,457
1242,1064518,456
1200,3472117,471
1201,3438078,471
1202,3467400,471
1203,3462851,471
1205,3479577,471
1208,3474530,470
1210,3254468,469
1211,293636,468
1212,3470560,467
1214,3329297,466
1216,246697,465
1217,3476478,465
1218,245594,465
1213,1353609,466
1222,1561682,464
1223,3277585,463
1224,291471,462
1225,3468276,462
1226,3463339,461
1227,3483230,460
1228,3278068,460
1229,3471307,460
1232,3414457,459
1230,3472097,460
1235,119767,458
1231,3474101,460
1233,3211466,459
1234,1456489,459
1236,1574215,458
1237,2591032,458
1238,2509353,458
1239,3469346,458
1241,3474531,457
1243,873594,456
1244,2254605,456
1245,2534912,456
1246,2460167,455
1250,1355413,455
1251,2979843,455
1259,278597,452
1261,3339967,452
1263,3473740,451
1264,2250106,451
1265,2119173,450
1266,2676201,450
1267,3462900,450
1420,2243440,408
1452,2244862,399
1427,3480698,406
1440,3145736,403
1442,3464667,402
1443,3467923,402
1444,3437651,401
1445,1425993,401
1446,3345287,401
1448,2302718,400
1449,3378498,400
1450,3468942,400
1451,3461529,400
1447,1397874,400
1453,2948534,399
1455,3476679,399
1456,3466330,399
1457,1985822,399
1760,1185461,330
1775,3475283,327
1804,714469,321
1759,2032961,330
1761,3461627,330
1762,3467251,330
1763,3477856,330
1766,2020045,329
1767,2940316,328
1764,3473739,329
1765,3477095,329
1768,3466428,328
1769,2665630,328
1770,2087875,328
1771,1720930,328
1772,1689413,328
1773,330748,327
1774,3469983,327
1776,3113036,327
1777,2326539,327
1778,3476830,326
1779,181536,326
1781,3485922,326
1782,3463218,325
1783,3255003,325
1784,520037,325
1785,3337781,325
1786,1926205,325
1787,143345,325
1788,3473865,325
1789,3467890,325
1790,3410427,324
1791,3139445,324
1792,3434022,324
1793,2526669,324
1794,3467712,324
1800,806551,322
1801,3455351,322
1795,3462611,324
1797,3470602,323
1799,1844846,323
1806,3007125,320
1802,2338071,322
1803,2122042,321
1805,3427516,321
1807,3462598,320
1809,3466388,320
1810,3195543,320
1811,105765,320
1812,3474718,320
1813,3464561,320
1814,2862199,320
1815,2677651,319
1816,3335935,319
1825,3203827,317
1827,3318063,317
1833,3471867,316
1820,1433273,318
1822,3399857,318
1823,1678127,318
1826,3467413,317
1828,2183104,317
